"Taste","Texture","Crust","Temperature","Humidity","BakeTime","Proof1","Proof2","Coating","Oil","Egg","PctLiquid","BakeTemp","DayOfYear"
6,7,8,20.2,26.7,50,3,45,0.3,20,1,70,177,81
6,8,6,17.6,32.7,45,1.5,15,0.1,0,2,60,200,31
5,8,7,22.9,27.9,35,1.5,45,0.3,30,2,70,190,84
6,7,5,18.3,19.9,30,3,45,0.3,0,1,70,165,34
9,7,8,18.7,30.4,30,3,75,0.4,20,0,60,177,84
6,7,9,17.2,30.7,35,1.5,30,0.1,20,0,60,177,63
6,8,8,21.9,30.9,50,2.5,60,0.4,30,1,80,165,34
6,7,7,22.6,32.8,30,2.5,15,0.4,30,1,70,165,66
7,9,8,19.9,28.3,30,2.5,90,0.4,30,0,70,177,89
8,8,8,18.4,31.1,45,1,90,0.4,40,2,60,190,58
9,7,7,23.6,32.1,45,3,75,0.2,40,2,60,200,61
5,8,8,21,30.5,30,3,60,0.3,20,1,80,200,27
6,7,9,21.8,30.1,50,3,15,0.5,30,1,70,177,88
4,7,8,21.5,31.3,45,1,15,0.4,20,0,60,190,73
6,8,8,18.2,32.1,45,3,45,0.5,0,1,60,177,73
6,8,7,19.3,29.3,40,1,90,0.1,20,1,60,165,93
7,7,7,23.1,36.2,30,2.5,90,0.5,0,1,60,190,44
5,8,7,20.9,33.6,30,1.5,75,0.1,40,0,80,177,91
6,8,7,22.9,28.6,30,2,75,0.2,0,1,70,190,69
6,7,7,19.6,32.4,40,1,90,0.1,20,1,60,190,64
5,8,9,21.7,28.8,30,1,75,0.4,20,0,60,165,38
5,8,8,21.2,28.9,40,3,15,0.5,20,1,60,165,93
5,7,8,22.5,30.8,40,1.5,30,0.2,20,0,60,190,41
6,6,7,22.9,33.7,50,1.5,90,0.4,20,1,70,165,56
5,9,6,20.7,32,50,1.5,45,0.3,20,2,60,200,81
5,7,7,18.1,24.9,45,2,45,0.2,20,0,60,177,72
4,8,10,22.1,30.5,40,1,75,0.5,20,0,60,190,80
8,8,6,24,37.5,30,1.5,30,0.4,20,2,70,190,14
8,8,8,22.3,31,35,3,45,0.2,40,1,80,190,15
5,7,9,19.3,31.7,40,2.5,15,0.5,0,0,70,165,64
7,9,8,23,29.1,45,2.5,45,0.3,30,2,70,200,41
5,7,7,25.9,28.1,50,1.5,45,0.1,0,1,70,190,54
6,8,8,19.3,32,45,2.5,30,0.5,30,2,70,190,70
5,8,8,21.4,30.8,45,1,15,0.5,20,2,60,177,64
6,7,8,20.8,29.7,45,1.5,75,0.3,20,2,80,165,15
7,8,7,17.5,26.7,45,2.5,60,0.4,40,1,60,200,41
9,9,7,19.2,34.2,45,2,75,0.5,40,2,70,190,73
8,7,6,20.3,33.7,35,2,90,0.4,20,0,60,165,20
4,7,8,22.6,30.2,40,1.5,45,0.3,0,2,60,190,11
8,8,8,21.2,30,50,1,60,0.5,0,2,60,190,3
4,9,7,23.1,32.5,50,1.5,30,0.3,40,1,60,190,63
6,9,8,21.2,33.9,35,1,30,0.4,20,2,80,190,91
6,8,9,19.9,31.5,50,2,45,0.5,20,0,60,165,64
5,8,7,17.4,30.5,30,1,15,0.3,0,2,80,200,87
6,8,6,23.3,37.7,40,1.5,75,0.2,30,0,70,165,15
5,8,7,21.8,31.8,45,1,60,0.1,20,1,60,165,32
7,7,6,19.1,25.3,45,1,90,0.1,20,2,70,190,85
7,9,7,21.3,33.8,30,2.5,90,0.3,30,0,60,200,8
7,9,8,21.2,29.5,40,2,90,0.3,0,0,60,190,39
8,7,7,24.3,32.8,45,3,45,0.1,40,2,80,177,8
5,6,8,22.4,32,40,2.5,45,0.1,0,0,60,177,39
6,7,8,23,31.1,40,2,45,0.4,0,1,80,200,21
8,9,7,19.2,32,30,1.5,30,0.3,40,2,70,165,51
6,7,8,18.5,31.6,30,2.5,75,0.3,20,0,80,165,55
9,9,8,20.5,29.3,45,1.5,60,0.3,20,1,70,177,17
4,9,9,20.8,30,50,1.5,45,0.1,40,0,70,190,71
6,8,8,20.9,34.2,50,2.5,75,0.5,20,0,60,200,47
6,7,7,21.8,31.8,45,2,90,0.1,0,1,70,190,59
8,9,6,20.3,27.6,50,1.5,75,0.3,30,2,80,165,7
6,8,8,20.5,27.5,45,2.5,75,0.4,30,2,60,200,50
8,5,7,24.8,28.4,40,3,60,0.4,40,2,70,177,34
8,6,6,22.2,26.1,45,1,90,0.2,30,2,70,190,52
5,9,8,21.3,28,30,1.5,90,0.5,30,0,70,190,63
5,8,6,21.4,35.3,50,2.5,75,0.2,20,1,70,190,31
5,8,8,20.3,29.5,45,1.5,45,0.5,20,1,80,200,54
6,7,10,24.3,30.2,45,2.5,15,0.4,20,0,70,200,3
6,9,8,20.1,29.1,35,3,45,0.2,40,1,80,165,28
7,9,7,22.4,35,50,3,90,0.3,40,1,70,200,73
4,7,8,22.1,26.5,35,2,90,0.3,30,1,70,165,71
6,7,7,21.5,30.3,30,3,15,0.1,0,2,70,177,55
9,8,8,18.7,29.6,40,1,45,0.1,40,2,60,190,90
5,7,6,18.1,33.8,45,1,30,0.2,0,2,60,190,52
6,9,6,23.2,26,35,3,30,0.3,40,2,70,177,13
7,7,9,21.3,30.2,35,1.5,75,0.4,30,0,80,177,66
4,7,6,21.6,24.6,40,2,15,0.1,30,2,70,200,30
6,8,8,23.8,31.1,30,1,45,0.1,40,1,70,200,80
6,7,7,22.6,28.2,30,2.5,75,0.1,20,2,70,177,29
7,8,8,21.8,29.7,35,2,45,0.1,20,0,60,165,39
5,7,6,20,27.8,40,1.5,75,0.1,0,2,70,190,75
6,9,9,20.2,31.1,45,1.5,60,0.5,30,1,60,190,15
6,7,9,19.9,27.4,45,3,90,0.1,0,0,80,200,57
7,7,7,17.6,29.2,40,1,90,0.2,0,2,70,177,75
3,9,7,20.9,33.2,40,2.5,15,0.4,40,0,80,190,87
3,7,7,19.8,29.8,35,1,30,0.1,0,1,70,165,64
8,7,8,22.3,32.4,40,2.5,60,0.4,30,1,70,200,4
5,7,8,20.4,26.9,35,2,30,0.2,30,0,80,190,31
5,6,8,21.5,29.1,40,2,90,0.5,0,0,80,165,86
7,8,6,20.9,27.5,30,2,75,0.2,0,2,60,165,2
7,8,8,19.5,31.3,45,1,30,0.5,30,1,60,177,26
8,6,7,19.7,30.3,40,1.5,15,0.2,20,2,70,177,86
5,8,7,23,28.7,50,3,45,0.3,0,2,60,190,29
6,7,8,19.8,29.6,30,1.5,90,0.4,40,2,70,190,88
4,8,6,24.5,36.8,45,1.5,45,0.4,30,0,70,190,47
6,6,7,16.9,33.6,50,2,15,0.1,40,1,70,200,70
6,6,6,24.1,29.3,40,2.5,15,0.1,20,2,60,190,3
7,7,8,17.6,32.3,50,3,45,0.2,20,0,80,200,63
6,8,6,21.3,25.8,35,1.5,90,0.4,0,1,80,165,38
8,8,7,22.9,28.6,50,1,75,0.2,30,2,80,190,92
8,8,6,20.4,33.5,35,1.5,15,0.4,30,2,70,177,6
8,7,7,20.3,26.3,45,2.5,15,0.2,40,2,80,165,54
5,8,9,20.5,30,45,2,30,0.3,20,1,60,200,64
4,8,8,22.8,31.9,35,3,60,0.1,30,0,60,165,90
6,9,7,18.6,32.7,30,1.5,75,0.1,40,2,70,177,66
7,7,8,21,32.3,50,1.5,90,0.2,20,0,70,165,28
5,6,8,23.6,28.9,35,1.5,30,0.3,0,2,80,165,63
8,6,8,20.9,30.1,45,2.5,75,0.5,30,2,80,177,34
6,7,7,22,27.9,30,1.5,60,0.2,20,1,70,177,1
6,7,8,20.9,28.5,45,1.5,90,0.5,40,2,70,177,11
6,9,7,18.6,34.1,40,1.5,15,0.2,40,0,70,200,18
6,7,7,18.5,34,45,1,75,0.4,20,1,60,177,3
7,7,7,21.6,32,50,1,45,0.3,20,1,60,177,6
7,8,8,23.6,30.6,45,1,75,0.2,30,1,70,177,36
7,8,6,21.8,38.1,30,2,75,0.4,0,1,60,200,85
6,7,7,21.2,26.3,45,1.5,15,0.1,40,2,70,165,42
7,7,6,20.9,32.7,40,2,90,0.1,20,2,60,177,88
6,8,9,23.2,30.5,45,1,90,0.2,20,0,70,165,52
4,8,8,22.7,32.9,30,3,15,0.3,40,0,70,165,57
8,7,7,24.5,32.6,35,1.5,45,0.3,30,2,60,200,55
5,8,7,22.8,32.5,45,1,60,0.4,20,0,60,190,53
7,8,8,20,26.8,30,2.5,90,0.4,40,1,60,190,38
7,10,7,19.8,30.2,30,1,15,0.4,40,2,70,190,29
9,6,7,19.3,30.9,50,2,60,0.3,20,2,80,190,86
5,8,7,21.8,34.1,45,1,60,0.2,30,0,60,165,93
8,8,7,19.2,27.3,40,3,60,0.2,40,2,60,165,11
7,9,5,19.2,25.5,45,1,75,0.5,20,2,80,200,1
6,8,8,21.8,29.2,30,2.5,15,0.2,40,1,60,177,55
7,9,6,21.8,28.1,30,1.5,90,0.2,40,2,80,190,42
5,7,7,19.4,30.3,40,1,15,0.1,20,1,70,165,73
7,7,6,21.5,26.8,30,1.5,45,0.4,0,2,70,190,19
6,8,8,19,30.3,50,1,75,0.4,30,2,70,200,61
7,7,7,23.2,34.2,35,2.5,30,0.5,20,2,60,165,38
8,9,8,19.7,27.3,50,3,90,0.1,20,1,60,200,82
5,6,8,21.5,29.9,30,2,60,0.3,0,1,80,177,59
7,7,7,20.4,31.6,30,2,90,0.2,20,1,70,177,81
5,7,8,21.7,31.4,35,1.5,15,0.4,20,0,80,200,42
7,8,7,19.3,27.7,35,3,15,0.3,40,2,70,200,46
8,9,8,21.4,30.9,45,3,45,0.5,20,2,70,177,49
7,7,6,22.2,35.3,35,3,90,0.1,30,2,70,165,14
8,8,7,20.1,31.9,30,2,30,0.5,30,2,60,200,48
5,8,7,21.3,32.5,50,2,60,0.5,0,1,70,190,57
5,6,6,20.1,32.8,50,3,45,0.2,0,2,80,177,84
5,7,7,20.2,31.5,45,1.5,90,0.1,20,1,80,200,64
6,6,7,22.6,28.2,40,1.5,60,0.1,20,2,60,190,79
7,7,8,23.3,28.4,50,3,90,0.2,30,1,70,190,22
7,9,7,22.5,32.2,50,1.5,15,0.2,30,2,60,165,12
6,7,7,21.6,25.5,35,1.5,30,0.2,20,2,60,200,89
7,9,5,22,23.4,40,1,60,0.5,20,2,60,177,87
7,7,7,21.1,27.6,30,2.5,60,0.2,20,2,70,177,69
5,6,8,23.4,30.4,35,1.5,30,0.5,0,1,70,190,7
7,8,7,21.4,24.6,45,2,60,0.1,30,1,60,200,89
5,7,8,19.1,28.5,40,1.5,15,0.2,0,1,60,165,5
7,7,8,18.8,29.1,35,2.5,60,0.2,0,1,60,190,12
5,8,7,22.5,26.6,35,1,60,0.4,40,0,60,177,1
3,7,9,22.9,29.1,45,2.5,45,0.5,30,0,70,200,6
6,7,7,20.3,29.5,30,1,60,0.1,20,0,60,165,63
5,7,8,21.1,30.4,45,1.5,90,0.4,40,1,60,177,91
8,9,6,18.3,33,45,2,75,0.1,30,1,70,190,36
3,8,8,19.5,27.8,30,1,90,0.1,40,0,80,200,7
7,8,8,19.1,30.4,35,2.5,30,0.4,40,2,60,190,34
7,9,6,20.5,24.6,35,2,60,0.1,30,1,70,200,51
5,6,7,20.1,27.5,40,2.5,90,0.1,0,0,70,200,54
5,9,8,20,28.3,40,3,60,0.5,20,1,70,190,50
5,8,8,25,32.4,35,1.5,60,0.2,40,0,80,165,74
5,7,5,20.8,37.9,50,2,90,0.2,0,1,80,165,91
7,8,7,22.9,31.8,40,2,75,0.1,40,2,60,190,62
7,8,9,18.7,26.3,30,2,90,0.5,40,1,80,190,57
6,8,7,22.9,25.5,50,1,45,0.5,40,2,60,200,5
5,8,8,22.4,26.9,30,1.5,15,0.3,0,1,80,200,49
6,8,7,23.9,26.8,50,3,30,0.4,0,2,70,165,92
5,7,7,20.3,29.2,45,1,45,0.1,0,1,70,177,92
8,9,6,21.6,33.9,45,1,75,0.2,20,2,70,177,27
6,9,7,21.8,34,45,3,60,0.5,30,1,60,177,80
6,9,6,21.2,25.6,35,1,90,0.3,20,2,80,165,71
8,8,7,21.5,27.8,50,1.5,15,0.1,40,2,60,190,10
5,6,7,20.9,34.7,30,3,30,0.2,30,0,60,177,88
8,7,7,17.4,30.4,50,2.5,90,0.1,40,2,80,177,84
6,7,8,20,30,45,3,45,0.5,0,2,70,200,10
5,7,9,21.8,29.3,35,2.5,30,0.5,0,0,80,190,77
7,8,8,21,35.8,30,2,60,0.5,20,2,70,190,26
4,7,7,23.9,27.5,35,1,75,0.2,20,0,70,165,20
5,7,7,22.7,28.5,45,2.5,15,0.3,20,1,60,200,78
6,6,9,22.4,28.8,40,1,60,0.4,20,0,70,165,92
7,7,7,19.2,31.9,30,1.5,30,0.2,0,2,70,200,48
5,6,7,22.2,31.7,35,1.5,15,0.3,0,2,60,177,59
5,8,7,23.2,35.4,40,3,75,0.1,40,0,70,165,9
8,7,7,19.5,30,45,3,30,0.3,0,2,60,190,31
4,8,8,20,28.4,45,1,60,0.4,20,0,60,190,70
7,8,6,20,31.3,40,2,75,0.3,0,1,70,165,88
7,8,9,18.1,29.1,40,3,90,0.5,20,2,60,200,81
7,6,7,22.8,33,50,1.5,60,0.3,0,2,60,177,34
6,8,7,18.7,34.5,35,2,30,0.2,30,0,80,200,7
5,10,9,22.3,29,45,1.5,30,0.2,40,0,60,200,64
6,9,8,20.2,28.7,30,3,30,0.4,20,0,60,200,22
6,7,7,23,29.7,35,3,60,0.3,0,2,60,177,17
4,7,7,19.1,33.6,45,2.5,30,0.1,20,0,60,200,17
6,7,6,25.5,27.4,30,2.5,90,0.2,20,0,60,200,46
5,8,6,18.7,34.2,50,1,60,0.1,0,2,70,200,60
5,7,6,24.1,38.4,45,1,75,0.5,40,1,80,200,47
5,8,6,23.1,24.9,30,2.5,30,0.3,0,2,80,177,34
8,8,7,21.8,33.5,45,2.5,30,0.5,20,2,80,165,80
4,7,7,21.8,32.1,35,1.5,45,0.1,0,2,60,165,85
4,9,8,20.2,30.2,30,2.5,15,0.4,30,2,60,190,65
7,8,9,23.3,31.3,45,3,15,0.5,40,0,80,190,37
5,7,9,18.7,31.5,40,2,30,0.3,20,0,60,200,40
6,9,9,21.6,28.1,40,3,15,0.5,40,0,80,190,71
7,7,7,18.5,32.1,40,1,45,0.1,0,1,80,165,53
7,7,7,21.1,28.3,50,2,75,0.1,20,1,70,165,64
8,8,8,25,29.4,40,1,90,0.3,30,2,60,177,43
5,7,8,23,31.2,40,1.5,75,0.2,30,0,60,177,9
6,7,9,19.6,30.8,40,1,75,0.4,40,1,70,177,85
7,7,7,22.5,30.9,45,1,90,0.1,30,2,60,190,86
7,7,7,19.1,33.3,30,1,45,0.2,30,1,80,200,33
6,7,7,18.1,32.7,50,2,60,0.3,40,1,70,165,78
5,8,6,21.9,34.3,40,2,30,0.3,20,2,70,200,75
7,8,8,21.8,29.4,35,2.5,75,0.5,30,1,60,165,14
5,8,8,21.9,32.9,40,1,90,0.2,20,0,60,165,32
6,8,7,19.7,34.3,30,1.5,90,0.5,0,2,70,190,21
9,8,7,18,30.5,50,3,30,0.2,0,2,60,190,86
6,6,7,25,37.7,45,3,45,0.5,30,0,80,165,47
7,7,8,17.5,28.1,35,2,45,0.4,40,1,70,190,24
6,9,7,22.1,28,45,1.5,45,0.1,40,2,70,200,6
8,8,8,17,32.2,40,1,60,0.3,40,1,80,177,70
6,7,8,20.2,30.8,35,1.5,15,0.4,0,2,70,165,74
8,8,4,24.7,37.3,40,1.5,45,0.2,30,2,60,177,47
7,8,7,23.7,31.4,50,1,75,0.4,30,2,70,165,58
8,9,9,20.4,31.3,35,3,90,0.5,40,0,60,200,50
7,8,7,22.2,30.2,30,2,30,0.4,30,2,80,190,14
5,7,7,24.1,28.4,40,1.5,45,0.2,0,2,70,177,11
4,7,7,17.3,37,45,1,75,0.4,0,0,70,200,83
7,8,9,21.6,28.4,45,2.5,90,0.5,30,1,60,200,53
7,7,6,23.3,32.8,45,3,45,0.4,0,2,80,200,80
7,7,9,19.9,30.3,50,2.5,15,0.3,30,2,80,177,38
6,9,7,23.4,31.4,40,1.5,15,0.1,40,1,60,190,81
6,8,9,21.4,26.5,45,2.5,90,0.3,0,0,60,190,62
6,9,7,21.3,28.6,35,1,15,0.3,30,2,80,177,75
4,6,8,23.1,32.2,30,1,15,0.5,0,0,80,200,16
4,8,8,22,34.7,30,1.5,75,0.5,40,0,70,165,68
8,8,7,19.4,23.9,30,2,75,0.5,30,1,60,165,85
4,9,7,21.4,26.7,50,2,30,0.1,40,0,80,165,18
6,8,8,20.2,31.8,45,2,45,0.3,30,1,70,200,26
5,6,7,24.5,25.2,30,1,60,0.1,40,0,80,190,91
5,8,8,20.9,33.7,50,2,15,0.4,20,0,80,165,54
5,7,7,18.4,23.9,30,3,60,0.3,30,0,70,190,81
5,7,10,16,29.7,35,3,60,0.3,40,0,70,200,34
6,7,7,21,31.7,45,3,90,0.2,0,1,80,165,34
5,9,10,22.8,29.1,30,2,15,0.5,40,0,80,190,42
8,7,6,23.3,37.6,50,3,30,0.4,30,2,60,200,47
8,8,8,17.8,27.5,40,2.5,45,0.4,30,0,70,165,28
4,8,8,21.8,26.8,50,3,60,0.3,20,0,80,165,54
8,9,8,22.4,28,35,2.5,30,0.5,40,2,60,165,8
7,7,8,20.9,31.2,35,1.5,75,0.4,20,2,80,190,50
6,8,8,22.2,30.5,40,1,75,0.5,20,2,70,200,31
7,7,7,20.9,31.4,50,1.5,60,0.3,20,1,60,177,32
6,9,7,22.7,33,35,1,30,0.1,30,2,60,190,27
5,8,8,22.3,32.1,35,2,30,0.4,20,1,60,190,31
6,9,8,20.3,31.8,35,3,45,0.5,20,0,80,190,49
5,7,7,21.6,33.2,40,2,15,0.2,0,0,80,200,57
6,7,7,19.7,34.9,40,1.5,90,0.5,20,0,60,190,23
3,7,7,22.7,27.7,50,2,90,0.1,0,0,70,177,44
5,9,8,21.2,28.4,35,1,30,0.1,40,0,80,200,52
7,8,7,18.4,34.3,35,3,90,0.5,40,1,70,177,15
5,8,7,20.1,28.5,45,2.5,15,0.1,0,1,70,200,45
6,7,7,22.5,30.7,40,1.5,45,0.3,0,2,60,165,3
6,8,8,20.2,33.5,30,1.5,45,0.3,40,0,80,200,42
5,8,6,21.4,25.6,30,1.5,90,0.2,30,2,60,177,91
6,8,6,21.1,30,30,1,75,0.1,20,2,70,165,93
3,7,7,20.3,35.6,45,1,15,0.3,0,2,70,200,9
4,8,8,22.4,25.9,45,2.5,15,0.1,30,0,60,200,38
8,8,6,18.2,24.5,50,1,75,0.2,0,2,70,200,27
4,8,9,22.6,28.5,45,3,45,0.4,30,0,60,200,84
4,8,9,21.1,29.8,40,1,30,0.2,0,0,80,165,89
7,9,9,19.8,30,35,1,75,0.3,40,2,70,177,28
4,9,6,20.1,36.7,45,3,30,0.5,0,0,60,165,32
6,7,8,22.1,31.7,45,2.5,30,0.5,0,2,60,190,7
6,9,8,20.5,31.2,50,1,60,0.1,40,0,70,200,11
6,8,7,22.8,26.6,35,2,30,0.2,30,1,70,177,21
7,8,8,19.9,28.7,40,3,60,0.4,40,0,60,190,83
5,7,9,21.5,32.2,30,1,90,0.5,0,0,60,177,74
5,9,9,21.6,28.5,50,1,60,0.4,30,0,80,190,29
7,9,9,21.9,29.5,30,1,45,0.4,40,1,80,200,67
6,7,8,21.4,32.9,50,3,90,0.1,30,1,70,177,34
6,8,7,20.3,32.4,35,1.5,90,0.3,20,0,80,165,60
7,6,5,17.7,35,50,2.5,15,0.1,30,1,60,165,29
4,8,8,19.5,30.3,50,2.5,30,0.5,0,0,60,190,72
7,8,10,20.8,30.4,50,1,30,0.4,40,0,70,177,29
8,8,7,23.8,33.1,50,3,30,0.3,30,2,70,200,32
4,7,7,19,24.8,35,2,15,0.3,20,0,80,200,77
6,6,7,19.3,35.4,30,3,90,0.2,20,0,70,190,12
6,7,8,22.4,28.5,30,2.5,45,0.5,0,2,70,200,73
8,9,8,25.4,30.3,30,3,90,0.3,40,2,60,165,8
6,8,8,20.8,29.1,35,3,15,0.1,20,2,70,177,1
6,7,7,22.6,32.4,30,2,15,0.3,0,1,70,177,15
6,9,8,21.4,31.5,30,1,60,0.3,40,1,80,200,30
5,7,8,24.6,28.2,50,3,45,0.4,20,1,70,200,2
7,7,6,22.9,26.6,50,2.5,45,0.2,40,0,60,165,84
6,7,9,20.2,31.7,35,2.5,90,0.5,20,0,70,200,37
7,8,6,18.2,26.2,35,1,45,0.1,30,2,80,177,10
4,7,9,18.5,29.9,35,2,30,0.5,40,0,80,200,9
7,7,7,22.4,33,35,3,90,0.3,0,1,60,177,38
5,8,7,22.1,28.2,50,2.5,75,0.2,0,1,60,200,33
6,6,6,22.8,27.9,50,2,60,0.1,0,1,60,177,68
5,7,7,19.9,32.3,40,2.5,15,0.3,0,1,80,190,5
6,8,8,23.6,26.6,30,2,30,0.5,40,1,60,200,58
6,8,6,22.5,32.5,35,1.5,60,0.1,0,2,80,200,56
5,8,8,21.1,31.9,30,2,90,0.2,30,1,70,177,38
8,7,8,19.3,33.2,35,3,60,0.5,30,1,80,177,6
7,6,6,24.6,27.2,45,3,60,0.3,0,2,80,165,72
5,7,6,21.3,23.8,35,1.5,60,0.4,0,0,60,165,40
8,6,6,17.6,31.7,40,2.5,90,0.1,0,2,70,177,81
6,6,4,27.4,42.5,50,3,30,0.4,40,1,80,165,32
6,6,8,18.9,30.8,35,1,90,0.3,30,0,70,190,51
9,7,6,19.1,25.8,35,1,60,0.3,30,2,70,177,88
5,9,8,21.3,32.6,35,2.5,30,0.4,40,0,80,200,53
6,7,5,24.1,25.1,50,1.5,60,0.1,40,2,80,190,13
7,8,8,24.4,27.6,35,2.5,75,0.3,30,1,60,200,57
5,7,6,18.5,37.1,35,2.5,60,0.3,40,0,60,165,22
8,7,8,19.1,31,45,2,90,0.5,30,1,60,190,25
6,8,8,22.9,31.5,35,1.5,45,0.1,30,0,70,165,36
6,7,8,25.9,27.7,30,1,75,0.2,0,0,60,177,58
9,8,6,21.7,35.1,30,1.5,90,0.2,40,1,60,165,41
6,5,7,16.4,35.4,35,2.5,45,0.3,0,0,60,165,4
7,8,5,19.4,24.3,40,2,30,0.1,30,2,80,190,74
6,6,9,19.4,29.9,45,1,75,0.3,20,0,60,190,75
7,7,6,24,33.8,50,2.5,90,0.3,30,2,60,190,31
7,7,8,21.8,30.6,30,3,60,0.4,0,1,70,190,35
5,8,8,23.3,33.9,30,1,45,0.1,40,0,70,200,19
7,9,8,23.1,26,35,2,90,0.4,40,1,80,190,8
6,7,8,25.1,28.2,45,1,90,0.4,40,1,60,190,40
4,9,7,21.8,25,30,2.5,30,0.3,40,1,60,190,50
4,8,7,21.3,32.2,50,2.5,15,0.3,0,1,80,200,44
7,6,6,18.7,35.5,35,2.5,30,0.1,30,1,60,165,76
7,8,8,20.4,32.3,40,3,90,0.1,40,1,80,177,46
6,7,7,25.2,24.9,45,3,75,0.1,40,0,60,200,3
7,8,8,20.9,31.9,45,3,30,0.4,40,2,60,165,73
6,8,7,21.4,26.4,30,1,75,0.2,20,1,60,200,11
5,7,8,19.4,30.1,40,1.5,15,0.1,30,1,80,200,30
6,7,6,18.9,23.5,45,2,75,0.4,40,1,60,190,90
6,8,7,19.6,30.4,35,1.5,75,0.1,40,2,70,190,59
7,7,8,21.9,28.7,50,2,45,0.5,40,1,60,177,41
6,7,8,22.6,29.6,30,1,30,0.4,0,1,80,165,16
7,7,8,19.2,30,35,1,75,0.5,20,2,80,190,8
5,8,9,24.7,30.3,35,1,90,0.4,20,0,70,200,27
5,8,9,20.7,29.8,40,1.5,60,0.1,40,0,80,190,36
6,6,8,15.9,30.7,50,2.5,90,0.2,0,1,80,177,66
6,8,9,21,29.8,30,2,75,0.5,40,0,70,190,11
6,8,9,22.3,29.7,35,2.5,60,0.5,20,0,80,177,12
6,8,6,20.3,27.6,45,3,75,0.3,0,2,70,177,64
7,7,6,18,37.5,40,1.5,15,0.3,40,0,80,177,13
7,7,7,24.1,31.2,40,1.5,90,0.2,0,2,70,190,66
6,7,7,20.7,32.1,45,2.5,75,0.5,0,2,80,190,91
6,6,8,23.6,29.7,45,3,90,0.3,0,1,80,177,44
9,6,6,18.6,27.3,30,1,75,0.3,30,2,60,190,43
7,8,5,23,36.8,45,2.5,60,0.1,20,0,70,165,69
6,7,8,23.3,28.5,50,1,45,0.5,30,0,80,200,8
7,10,9,22.7,31.1,40,1.5,60,0.4,0,0,60,200,25
6,8,9,20.9,29.8,50,3,75,0.4,0,0,60,190,52
5,8,8,22.2,26.5,30,2,60,0.5,20,0,60,177,4
7,6,9,23.2,29.8,30,2,45,0.1,30,0,80,165,66
8,8,7,21.2,25.7,50,1.5,45,0.3,30,2,60,177,17
5,8,8,20.4,33.6,40,2.5,45,0.4,20,0,80,190,72
8,8,9,20.7,29.8,30,2.5,75,0.3,20,0,80,177,18
6,8,9,22.7,29.7,35,1,45,0.5,40,1,70,177,57
6,7,8,21.6,29.9,35,1.5,75,0.1,30,1,80,200,21
5,8,6,23.6,35.2,40,1,60,0.1,40,1,70,190,49
8,9,8,21.3,31.1,30,1.5,90,0.4,20,0,60,165,52
6,8,7,19.6,32.4,40,2.5,45,0.2,30,1,80,165,46
6,7,9,18.5,29.2,35,2,75,0.5,30,0,80,177,50
5,8,7,21.4,33.6,40,1,60,0.1,40,1,60,177,54
7,6,7,25.6,29.6,40,3,75,0.2,0,2,60,165,64
8,7,8,22.5,28.5,30,1.5,60,0.5,40,2,70,165,65
6,8,7,17.9,32.6,35,1,45,0.2,30,2,80,165,45
5,9,7,21.5,34.1,30,2.5,15,0.3,40,2,70,190,58
8,7,9,23,30.2,50,1,90,0.3,30,0,80,177,39
7,7,7,22.3,34.1,30,3,45,0.5,30,0,60,190,77
6,8,6,16.4,27.7,50,2,30,0.4,20,2,70,165,18
8,10,7,21.1,32.9,35,1.5,45,0.1,30,2,60,200,45
5,6,8,19.8,29.5,45,2.5,45,0.3,0,0,70,190,60
6,8,7,21.3,30.1,50,2.5,15,0.2,30,2,70,165,34
7,8,8,22.6,27.7,40,1,90,0.3,20,1,70,190,66
5,7,7,20,28,50,1.5,60,0.5,0,2,60,165,86
8,7,7,24.7,29.2,35,2.5,45,0.2,40,1,60,165,68
5,9,8,21.8,33.5,50,1.5,60,0.1,30,0,70,200,44
6,8,6,21.2,32.3,35,2.5,30,0.1,20,1,70,190,45
5,8,8,19.9,27,35,3,30,0.3,40,1,70,200,53
4,7,6,23.4,35,40,2,15,0.2,0,1,80,190,70
8,8,9,20.8,29,45,3,75,0.5,20,0,60,177,17
6,8,8,19.4,27.3,50,1,60,0.3,40,0,60,177,4
6,8,9,21.3,29.2,35,1,30,0.3,40,0,80,200,60
5,9,7,22,23.9,35,1.5,75,0.4,40,1,60,200,18
7,8,7,24.2,24.8,40,2,90,0.4,0,2,80,200,45
5,6,8,21.1,28.4,40,1,45,0.3,0,1,80,165,73
5,7,8,19.9,27.4,30,2,15,0.4,40,0,80,200,33
6,6,7,24,29.7,30,2,75,0.2,20,1,70,200,43
4,6,8,20,29.5,35,2,15,0.3,0,2,60,177,56
4,6,9,26,32.6,40,2,15,0.4,40,0,70,177,75
6,9,8,19.7,35.5,50,1,75,0.5,40,1,80,190,18
7,8,8,22.2,30,30,1.5,30,0.5,30,2,60,190,77
8,8,7,20.6,25.8,40,1.5,75,0.2,40,2,80,190,75
5,7,6,23.4,30.9,35,2,90,0.1,0,2,80,200,28
7,6,7,23.6,27.2,30,2,60,0.4,20,2,60,177,28
8,9,8,22.7,25.7,45,2.5,90,0.3,40,0,70,190,54
7,6,8,20.3,31.8,50,1,15,0.3,40,2,60,200,26
8,8,7,21.7,33.5,45,1,75,0.1,30,2,60,190,75
8,7,7,19.3,32.4,35,2.5,60,0.4,20,2,80,165,36
